Input1_Quantity,Input1_Name,Input1_ID,Input2_Quantity,Input2_Name,Input2_ID,Output_Quantity,Output_Name,Output_ID
2,Grove,C1,5,Hideoncave,U7,1,Pest,U10
2,Grove,C1,2,Salamander,U8,1,Phanpyre,C4
2,Grove,C1,2,Cuboa,U9,1,Phanpyre,C4
2,Grove,C1,5,Pest,U10,1,Bambuleaf,U25
2,Grove,C1,2,Mossybit,U11,1,Phanpyre,C4
2,Grove,C1,5,Rain Slime,U12,1,Phanpyre,C4
2,Grove,C1,5,Seer,U15,1,Phanpyre,C4
2,Grove,C1,5,Heron,U16,1,Bambuleaf,U25
2,Grove,C1,5,Obsidian Defender,U18,1,Phanpyre,C4
2,Grove,C1,5,Salmon,U20,1,Phanpyre,C4
2,Grove,C1,2,Viper,U21,1,Phanpyre,C4
2,Grove,C1,5,Praying Mantis,U22,1,Bambuleaf,U25
2,Grove,C1,5,Zombie Soldier,U24,1,Phanpyre,C4
2,Grove,C1,5,Bambuleaf,U25,1,Mochibear,U31
2,Grove,C1,5,Sycophant,U27,1,Phanpyre,C4
2,Grove,C1,5,Seagull,U28,1,Mochibear,U31
2,Grove,C1,5,Ent,U29,1,Phanpyre,C4
2,Grove,C1,5,Soul of the Alpha,U30,1,Phanpyre,C4
2,Grove,C1,5,Magma Slug,U32,1,Phanpyre,C4
2,Grove,C1,5,Flaming Spider,U33,1,Phanpyre,C4
2,Grove,C1,5,Kiwi,U34,2,Boreal Owl,C34
2,Grove,C1,5,Bruiser,U36,1,Phanpyre,C4
2,Grove,C1,5,Stridersurfer,U38,1,Phanpyre,C4
2,Grove,C1,2,Rana,U39,1,Phanpyre,C4
2,Grove,C1,5,Termite,U40,2,Cropeetle,R16
2,Grove,C1,2,Sylvan,R1,1,Beaconmite,R7
2,Grove,C1,2,Cascade,R2,1,Phanpyre,C4
2,Grove,C1,2,Bolt,R3,1,Phanpyre,C4
2,Grove,C1,5,Bambloom,R4,1,Beaconmite,R7
2,Grove,C1,2,Toad,R5,1,Phanpyre,C4
2,Grove,C1,5,Glacite Walker,R6,1,Phanpyre,C4
2,Grove,C1,5,Beaconmite,R7,1,Invisibug,R10
2,Grove,C1,2,Lizard King,R8,1,Phanpyre,C4
2,Grove,C1,2,Python,R9,1,Phanpyre,C4
2,Grove,C1,5,Invisibug,R10,1,Dreadwing,R49
2,Grove,C1,5,Piranha,R11,1,Phanpyre,C4
2,Grove,C1,5,Hideongeon,R13,1,Dreadwing,R49
2,Grove,C1,5,Lapis Skeleton,R15,1,Phanpyre,C4
2,Grove,C1,5,Cropeetle,R16,1,Dreadwing,R49
2,Grove,C1,5,Drowned,R18,1,Phanpyre,C4
2,Grove,C1,5,Star Sentry,R21,1,Phanpyre,C4
2,Grove,C1,5,Hideondra,R22,1,Dreadwing,R49
2,Grove,C1,5,Abyssal Lanternfish,R23,1,Phanpyre,C4
2,Grove,C1,5,Arachne,R24,1,Phanpyre,C4
2,Grove,C1,5,Bitbug,R25,1,Dreadwing,R49
2,Grove,C1,5,Revenant,R27,1,Phanpyre,C4
2,Grove,C1,5,Silentdepth,R29,1,Phanpyre,C4
2,Grove,C1,5,Skeletor,R30,1,Phanpyre,C4
2,Grove,C1,5,Thyst,R31,1,Phanpyre,C4
2,Grove,C1,5,Quartzfang,R33,1,Phanpyre,C4
2,Grove,C1,5,Hideonring,R34,1,Dreadwing,R49
2,Grove,C1,5,Snowfin,R35,1,Phanpyre,C4
2,Grove,C1,5,Kada Knight,R36,1,Phanpyre,C4
2,Grove,C1,5,Carrot King,R38,1,Phanpyre,C4
2,Grove,C1,5,Wither Specter,R39,1,Phanpyre,C4
2,Grove,C1,5,Matcho,R42,1,Phanpyre,C4
2,Grove,C1,5,Ladybug,R43,1,Dreadwing,R49
2,Grove,C1,5,Lumisquid,R44,1,Phanpyre,C4
2,Grove,C1,2,Crocodile,R45,1,Phanpyre,C4
2,Grove,C1,2,Bullfrog,R46,1,Phanpyre,C4
2,Grove,C1,5,Dreadwing,R49,1,Fungloom,R52
2,Grove,C1,5,Joydive,R50,1,Phanpyre,C4
2,Grove,C1,5,Stalagmight,R51,1,Phanpyre,C4
2,Grove,C1,2,Eel,R53,1,Phanpyre,C4
2,Grove,C1,2,King Cobra,R54,1,Phanpyre,C4
2,Grove,C1,5,Lava Flame,R56,1,Phanpyre,C4
2,Grove,C1,5,Draconic,R57,1,Phanpyre,C4
2,Grove,C1,5,Falcon,R58,2,Boreal Owl,C34
2,Grove,C1,5,Inferno Koi,R59,1,Phanpyre,C4
2,Grove,C1,5,Wither,R60,1,Phanpyre,C4
2,Grove,C1,2,Terra,E1,1,XYZ,E34
2,Grove,C1,2,Cryo,E2,1,Phanpyre,C4
2,Grove,C1,2,Aero,E3,1,Phanpyre,C4
2,Grove,C1,5,Pandarai,E4,1,XYZ,E34
2,Grove,C1,2,Leviathan,E5,1,Phanpyre,C4
2,Grove,C1,2,Alligator,E6,1,Phanpyre,C4
2,Grove,C1,2,Fenlord,E7,1,Phanpyre,C4
2,Grove,C1,2,Basilisk,E9,1,Phanpyre,C4
2,Grove,C1,2,Iguana,E10,1,XYZ,E34
2,Grove,C1,2,Moray Eel,E11,1,Phanpyre,C4
2,Grove,C1,5,Thorn,E12,1,Phanpyre,C4
2,Grove,C1,5,Lunar Moth,E13,1,XYZ,E34
2,Grove,C1,2,Fire Eel,E14,1,Phanpyre,C4
2,Grove,C1,5,Bal,E15,1,Phanpyre,C4
2,Grove,C1,5,Hideonsack,E16,1,XYZ,E34
2,Grove,C1,5,Water Hydra,E17,1,Phanpyre,C4
2,Grove,C1,5,Flare,E18,1,Phanpyre,C4
2,Grove,C1,5,Sea Emperor,E20,1,Phanpyre,C4
2,Grove,C1,5,Prince,E21,1,Phanpyre,C4
2,Grove,C1,2,Komodo Dragon,E22,1,XYZ,E34
2,Grove,C1,5,Mimic,E24,1,Phanpyre,C4
2,Grove,C1,2,Shellwise,E26,1,Phanpyre,C4
2,Grove,C1,5,Barbarian Duke X,E27,1,Phanpyre,C4
2,Grove,C1,5,Toucan,E28,1,XYZ,E34
2,Grove,C1,5,Hellwisp,E29,1,Phanpyre,C4
2,Grove,C1,2,Caiman,E30,1,Phanpyre,C4
2,Grove,C1,5,Firefly,E31,1,XYZ,E34
2,Grove,C1,2,Sea Serpent,E32,1,Phanpyre,C4
2,Grove,C1,5,Ghost,E33,1,Phanpyre,C4
2,Grove,C1,2,Leatherback,E35,1,Phanpyre,C4
2,Grove,C1,5,Cavernshade,E36,1,Phanpyre,C4
2,Grove,C1,2,Tenebris,L1,1,Cinderbat,L28
2,Grove,C1,2,Blizzard,L2,1,Phanpyre,C4
2,Grove,C1,2,Tempest,L3,1,Phanpyre,C4
2,Grove,C1,2,Chameleon,L4,1,Mist,C2
2,Grove,C1,2,Tiamat,L6,1,Phanpyre,C4
2,Grove,C1,2,Wyvern,L7,1,Cinderbat,L28
2,Grove,C1,2,Tortoise,L8,1,Phanpyre,C4
2,Grove,C1,5,Endstone Protector,L9,1,Phanpyre,C4
2,Grove,C1,2,Naga,L11,1,Phanpyre,C4
2,Grove,C1,5,Lapis Creeper,L12,1,Phanpyre,C4
2,Grove,C1,5,Wartybug,L13,1,Cinderbat,L28
2,Grove,C1,5,Spike,L14,1,Phanpyre,C4
2,Grove,C1,5,Kraken,L15,1,Phanpyre,C4
2,Grove,C1,5,Taurus,L17,1,Phanpyre,C4
2,Grove,C1,5,Daemon,L18,1,Phanpyre,C4
2,Grove,C1,5,Moltenfish,L20,1,Phanpyre,C4
2,Grove,C1,5,Shinyfish,L23,1,Phanpyre,C4
2,Grove,C1,5,Ananke,L24,1,Phanpyre,C4
2,Grove,C1,5,Hideonbox,L25,1,Cinderbat,L28
2,Grove,C1,5,Lord Jawbus,L26,1,Phanpyre,C4
2,Grove,C1,5,Burningsoul,L27,1,Phanpyre,C4
2,Grove,C1,2,Megalith,L29,1,Phanpyre,C4
2,Grove,C1,5,Power Dragon,L30,1,Phanpyre,C4
2,Grove,C1,5,Condor,L31,2,Boreal Owl,C34
2,Grove,C1,5,Sun Fish,L32,1,Phanpyre,C4
2,Grove,C1,5,Apex Dragon,L33,1,Phanpyre,C4
2,Grove,C1,5,Dodo,L34,2,Boreal Owl,C34
2,Grove,C1,5,Jormung,L36,1,Phanpyre,C4
2,Grove,C1,5,Etherdrake,L39,1,Phanpyre,C4
2,Grove,C1,5,Galaxy Fish,L41,1,Phanpyre,C4
2,Grove,C1,5,Molthorn,L42,1,Phanpyre,C4
2,Grove,C1,2,Starborn,L44,1,Phanpyre,C4
2,Mist,C2,2,Grove,C1,1,Cod,C5
2,Mist,C2,2,Mist,C2,1,Cod,C5
2,Mist,C2,2,Flash,C3,1,Cod,C5
2,Mist,C2,5,Phanpyre,C4,1,Cod,C5
2,Mist,C2,5,Cod,C5,1,Night Squid,C8
2,Mist,C2,5,Phanflare,C7,1,Cod,C5
2,Mist,C2,5,Night Squid,C8,1,Verdant,C11
2,Mist,C2,5,Lapis Zombie,C9,1,Cod,C5
2,Mist,C2,5,Hideonleaf,C10,1,Cod,C5
2,Mist,C2,5,Verdant,C11,1,Sea Archer,C14
2,Mist,C2,5,Chill,C12,1,Cod,C5
2,Mist,C2,5,Sea Archer,C14,1,Birries,C17
2,Mist,C2,5,Voracious Spider,C15,1,Cod,C5
2,Mist,C2,5,Hideongift,C16,1,Cod,C5
2,Mist,C2,5,Birries,C17,1,Tadgang,C20
2,Mist,C2,5,Tank Zombie,C18,1,Cod,C5
2,Mist,C2,5,Crow,C19,1,Cod,C5
2,Mist,C2,2,Tadgang,C20,1,Coralot,C23
2,Mist,C2,5,Zealot,C21,1,Cod,C5
2,Mist,C2,5,Coralot,C23,2,Newt,C35
2,Mist,C2,5,Harpy,C24,1,Cod,C5
2,Mist,C2,5,Mudworm,C25,1,Cod,C5
2,Mist,C2,5,Golden Ghoul,C27,1,Cod,C5
2,Mist,C2,5,Azure,C29,1,Cod,C5
2,Mist,C2,5,Bezal,C30,1,Cod,C5
2,Mist,C2,5,Yog,C33,1,Cod,C5
2,Mist,C2,5,Boreal Owl,C34,1,Cod,C5
2,Mist,C2,2,Newt,C35,2,Salamander,U8
2,Mist,C2,5,Miner Zombie,C36,1,Cod,C5
2,Mist,C2,2,Bramble,U1,1,Cod,C5
2,Mist,C2,2,Tide,U2,1,Mossybit,U11
2,Mist,C2,2,Quake,U3,1,Cod,C5
2,Mist,C2,5,Sparrow,U4,1,Cod,C5
2,Mist,C2,5,Goldfin,U5,1,Mossybit,U11
2,Mist,C2,5,Troglobyte,U6,1,Cod,C5
2,Mist,C2,5,Hideoncave,U7,1,Cod,C5
2,Mist,C2,2,Salamander,U8,1,Mossybit,U11
2,Mist,C2,2,Cuboa,U9,1,Cod,C5
2,Mist,C2,5,Pest,U10,1,Cod,C5
2,Mist,C2,2,Mossybit,U11,1,Salmon,U20
2,Mist,C2,5,Rain Slime,U12,1,Cod,C5
2,Mist,C2,5,Seer,U15,1,Cod,C5
2,Mist,C2,5,Heron,U16,1,Cod,C5
2,Mist,C2,5,Obsidian Defender,U18,1,Cod,C5
2,Mist,C2,5,Salmon,U20,1,Ent,U29
2,Mist,C2,2,Viper,U21,1,Cod,C5
2,Mist,C2,5,Praying Mantis,U22,1,Cod,C5
2,Mist,C2,5,Zombie Soldier,U24,1,Cod,C5
2,Mist,C2,5,Bambuleaf,U25,1,Cod,C5
2,Mist,C2,5,Sycophant,U27,1,Cod,C5
2,Mist,C2,5,Seagull,U28,1,Cod,C5
2,Mist,C2,5,Ent,U29,1,Magma Slug,U32
2,Mist,C2,5,Soul of the Alpha,U30,1,Cod,C5
2,Mist,C2,5,Mochibear,U31,1,Cod,C5
2,Mist,C2,5,Magma Slug,U32,1,Stridersurfer,U38
2,Mist,C2,5,Flaming Spider,U33,1,Cod,C5
2,Mist,C2,5,Kiwi,U34,1,Cod,C5
2,Mist,C2,5,Bruiser,U36,1,Cod,C5
2,Mist,C2,2,Rana,U39,1,Cod,C5
2,Mist,C2,5,Termite,U40,1,Cod,C5
2,Mist,C2,2,Sylvan,R1,1,Cod,C5
2,Mist,C2,2,Cascade,R2,1,Piranha,R11
2,Mist,C2,2,Bolt,R3,1,Cod,C5
2,Mist,C2,5,Bambloom,R4,1,Cod,C5
2,Mist,C2,2,Toad,R5,1,Piranha,R11
2,Mist,C2,5,Glacite Walker,R6,1,Cod,C5
2,Mist,C2,5,Beaconmite,R7,1,Cod,C5
2,Mist,C2,2,Lizard King,R8,1,Piranha,R11
2,Mist,C2,2,Python,R9,1,Cod,C5
2,Mist,C2,5,Invisibug,R10,1,Cod,C5
2,Mist,C2,5,Piranha,R11,1,Abyssal Lanternfish,R23
2,Mist,C2,5,Hideongeon,R13,1,Cod,C5
2,Mist,C2,5,Lapis Skeleton,R15,1,Cod,C5
2,Mist,C2,5,Cropeetle,R16,1,Cod,C5
2,Mist,C2,5,Drowned,R18,1,Cod,C5
2,Mist,C2,5,Star Sentry,R21,1,Cod,C5
2,Mist,C2,5,Hideondra,R22,1,Cod,C5
2,Mist,C2,5,Abyssal Lanternfish,R23,1,Silentdepth,R29
2,Mist,C2,5,Arachne,R24,1,Cod,C5
2,Mist,C2,5,Bitbug,R25,1,Cod,C5
2,Mist,C2,5,Revenant,R27,1,Cod,C5
2,Mist,C2,5,Silentdepth,R29,1,Snowfin,R35
2,Mist,C2,5,Skeletor,R30,1,Cod,C5
2,Mist,C2,5,Thyst,R31,1,Cod,C5
2,Mist,C2,5,Quartzfang,R33,1,Cod,C5
2,Mist,C2,5,Hideonring,R34,1,Cod,C5
2,Mist,C2,5,Snowfin,R35,1,Carrot King,R38
2,Mist,C2,5,Kada Knight,R36,1,Cod,C5
2,Mist,C2,5,Carrot King,R38,1,Lumisquid,R44
2,Mist,C2,5,Wither Specter,R39,1,Cod,C5
2,Mist,C2,5,Matcho,R42,1,Cod,C5
2,Mist,C2,5,Ladybug,R43,1,Cod,C5
2,Mist,C2,5,Lumisquid,R44,1,Joydive,R50
2,Mist,C2,2,Crocodile,R45,1,Cod,C5
2,Mist,C2,2,Bullfrog,R46,1,Joydive,R50
2,Mist,C2,5,Dreadwing,R49,1,Cod,C5
2,Mist,C2,5,Joydive,R50,1,Eel,R53
2,Mist,C2,5,Stalagmight,R51,1,Cod,C5
2,Mist,C2,5,Fungloom,R52,1,Cod,C5
2,Mist,C2,2,Eel,R53,1,Lava Flame,R56
2,Mist,C2,2,King Cobra,R54,1,Cod,C5
2,Mist,C2,5,Lava Flame,R56,1,Inferno Koi,R59
2,Mist,C2,5,Draconic,R57,1,Cod,C5
2,Mist,C2,5,Falcon,R58,1,Cod,C5
2,Mist,C2,5,Wither,R60,1,Cod,C5
2,Mist,C2,2,Gecko,R61,1,Cod,C5
2,Mist,C2,2,Terra,E1,1,Cod,C5
2,Mist,C2,2,Cryo,E2,1,Water Hydra,E17
2,Mist,C2,2,Aero,E3,1,Cod,C5
2,Mist,C2,5,Pandarai,E4,1,Cod,C5
2,Mist,C2,2,Leviathan,E5,1,Water Hydra,E17
2,Mist,C2,2,Alligator,E6,1,Cod,C5
2,Mist,C2,2,Fenlord,E7,1,Water Hydra,E17
2,Mist,C2,2,Basilisk,E9,1,Cod,C5
2,Mist,C2,2,Iguana,E10,1,Cod,C5
2,Mist,C2,2,Moray Eel,E11,1,Water Hydra,E17
2,Mist,C2,5,Thorn,E12,1,Cod,C5
2,Mist,C2,5,Lunar Moth,E13,1,Cod,C5
2,Mist,C2,2,Fire Eel,E14,1,Water Hydra,E17
2,Mist,C2,5,Bal,E15,1,Cod,C5
2,Mist,C2,5,Hideonsack,E16,1,Cod,C5
2,Mist,C2,5,Water Hydra,E17,1,Sea Emperor,E20
2,Mist,C2,5,Flare,E18,1,Cod,C5
2,Mist,C2,5,Sea Emperor,E20,1,Shellwise,E26
2,Mist,C2,5,Prince,E21,1,Cod,C5
2,Mist,C2,2,Komodo Dragon,E22,1,Cod,C5
2,Mist,C2,5,Mimic,E24,1,Cod,C5
2,Mist,C2,5,Barbarian Duke X,E27,1,Cod,C5
2,Mist,C2,5,Toucan,E28,1,Cod,C5
2,Mist,C2,5,Hellwisp,E29,1,Cod,C5
2,Mist,C2,2,Caiman,E30,1,Cod,C5
2,Mist,C2,5,Firefly,E31,1,Cod,C5
2,Mist,C2,5,Ghost,E33,1,Cod,C5
2,Mist,C2,5,XYZ,E34,1,Cod,C5
2,Mist,C2,5,Cavernshade,E36,1,Cod,C5
2,Mist,C2,5,Dragonfly,E37,1,Cod,C5
2,Mist,C2,2,Tenebris,L1,1,Cod,C5
2,Mist,C2,2,Blizzard,L2,1,Spike,L14
2,Mist,C2,2,Tempest,L3,1,Cod,C5
2,Mist,C2,2,Chameleon,L4,1,Flash,C3
2,Mist,C2,2,Tiamat,L6,1,Cod,C5
2,Mist,C2,2,Wyvern,L7,1,Cod,C5
2,Mist,C2,2,Tortoise,L8,1,Spike,L14
2,Mist,C2,5,Endstone Protector,L9,1,Cod,C5
2,Mist,C2,2,Naga,L11,1,Spike,L14
2,Mist,C2,5,Lapis Creeper,L12,1,Cod,C5
2,Mist,C2,5,Wartybug,L13,1,Cod,C5
2,Mist,C2,5,Spike,L14,1,Taurus,L17
2,Mist,C2,5,Kraken,L15,1,Cod,C5
2,Mist,C2,5,Taurus,L17,1,Shinyfish,L23
2,Mist,C2,5,Daemon,L18,1,Cod,C5
2,Mist,C2,5,Moltenfish,L20,1,Shinyfish,L23
2,Mist,C2,5,Shinyfish,L23,1,Lord Jawbus,L26
2,Mist,C2,5,Ananke,L24,1,Cod,C5
2,Mist,C2,5,Hideonbox,L25,1,Cod,C5
2,Mist,C2,5,Burningsoul,L27,1,Cod,C5
2,Mist,C2,5,Cinderbat,L28,1,Cod,C5
2,Mist,C2,5,Power Dragon,L30,1,Cod,C5
2,Mist,C2,5,Condor,L31,1,Cod,C5
2,Mist,C2,5,Apex Dragon,L33,1,Cod,C5
2,Mist,C2,5,Dodo,L34,1,Cod,C5
2,Mist,C2,5,Jormung,L36,1,Cod,C5
2,Mist,C2,5,Etherdrake,L39,1,Cod,C5
2,Mist,C2,5,Molthorn,L42,1,Cod,C5
2,Mist,C2,2,Starborn,L44,1,Cod,C5
2,Flash,C3,2,Grove,C1,1,Lapis Zombie,C9
2,Flash,C3,2,Mist,C2,1,Lapis Zombie,C9
2,Flash,C3,2,Flash,C3,1,Lapis Zombie,C9
2,Flash,C3,5,Phanpyre,C4,1,Lapis Zombie,C9
2,Flash,C3,5,Cod,C5,1,Lapis Zombie,C9
2,Flash,C3,5,Phanflare,C7,1,Lapis Zombie,C9
2,Flash,C3,5,Night Squid,C8,1,Lapis Zombie,C9
2,Flash,C3,5,Lapis Zombie,C9,1,Chill,C12
2,Flash,C3,5,Hideonleaf,C10,1,Lapis Zombie,C9
2,Flash,C3,5,Verdant,C11,1,Lapis Zombie,C9
2,Flash,C3,5,Chill,C12,1,Voracious Spider,C15
2,Flash,C3,5,Sea Archer,C14,1,Lapis Zombie,C9
2,Flash,C3,5,Voracious Spider,C15,1,Tank Zombie,C18
2,Flash,C3,5,Hideongift,C16,1,Lapis Zombie,C9
2,Flash,C3,5,Birries,C17,1,Lapis Zombie,C9
2,Flash,C3,5,Tank Zombie,C18,1,Zealot,C21
2,Flash,C3,5,Crow,C19,1,Lapis Zombie,C9
2,Flash,C3,2,Tadgang,C20,1,Lapis Zombie,C9
2,Flash,C3,5,Zealot,C21,1,Golden Ghoul,C27
2,Flash,C3,5,Coralot,C23,1,Lapis Zombie,C9
2,Flash,C3,5,Harpy,C24,1,Golden Ghoul,C27
2,Flash,C3,5,Mudworm,C25,1,Lapis Zombie,C9
2,Flash,C3,5,Golden Ghoul,C27,1,Azure,C29
2,Flash,C3,5,Azure,C29,1,Bezal,C30
2,Flash,C3,5,Bezal,C30,1,Yog,C33
2,Flash,C3,5,Yog,C33,1,Miner Zombie,C36
2,Flash,C3,5,Boreal Owl,C34,1,Lapis Zombie,C9
2,Flash,C3,2,Newt,C35,1,Lapis Zombie,C9
2,Flash,C3,5,Miner Zombie,C36,2,Troglobyte,U6
2,Flash,C3,2,Bramble,U1,1,Lapis Zombie,C9
2,Flash,C3,2,Tide,U2,1,Lapis Zombie,C9
2,Flash,C3,2,Quake,U3,1,Rain Slime,U12
2,Flash,C3,5,Sparrow,U4,1,Lapis Zombie,C9
2,Flash,C3,5,Goldfin,U5,1,Lapis Zombie,C9
2,Flash,C3,5,Troglobyte,U6,1,Rain Slime,U12
2,Flash,C3,5,Hideoncave,U7,1,Lapis Zombie,C9
2,Flash,C3,2,Salamander,U8,1,Lapis Zombie,C9
2,Flash,C3,2,Cuboa,U9,1,Rain Slime,U12
2,Flash,C3,5,Pest,U10,1,Lapis Zombie,C9
2,Flash,C3,2,Mossybit,U11,1,Lapis Zombie,C9
2,Flash,C3,5,Rain Slime,U12,1,Seer,U15
2,Flash,C3,5,Seer,U15,1,Obsidian Defender,U18
2,Flash,C3,5,Heron,U16,1,Lapis Zombie,C9
2,Flash,C3,5,Obsidian Defender,U18,1,Zombie Soldier,U24
2,Flash,C3,5,Salmon,U20,1,Lapis Zombie,C9
2,Flash,C3,2,Viper,U21,1,Zombie Soldier,U24
2,Flash,C3,5,Praying Mantis,U22,1,Lapis Zombie,C9
2,Flash,C3,5,Zombie Soldier,U24,1,Sycophant,U27
2,Flash,C3,5,Bambuleaf,U25,1,Lapis Zombie,C9
2,Flash,C3,5,Sycophant,U27,1,Soul of the Alpha,U30
2,Flash,C3,5,Seagull,U28,1,Lapis Zombie,C9
2,Flash,C3,5,Ent,U29,1,Lapis Zombie,C9
2,Flash,C3,5,Soul of the Alpha,U30,1,Flaming Spider,U33
2,Flash,C3,5,Mochibear,U31,1,Lapis Zombie,C9
2,Flash,C3,5,Magma Slug,U32,1,Lapis Zombie,C9
2,Flash,C3,5,Flaming Spider,U33,1,Bruiser,U36
2,Flash,C3,5,Kiwi,U34,1,Lapis Zombie,C9
2,Flash,C3,5,Stridersurfer,U38,1,Lapis Zombie,C9
2,Flash,C3,5,Termite,U40,1,Lapis Zombie,C9
2,Flash,C3,2,Sylvan,R1,1,Lapis Zombie,C9
2,Flash,C3,2,Cascade,R2,1,Lapis Zombie,C9
2,Flash,C3,2,Bolt,R3,1,Glacite Walker,R6
2,Flash,C3,5,Bambloom,R4,1,Lapis Zombie,C9
2,Flash,C3,2,Toad,R5,1,Lapis Zombie,C9
2,Flash,C3,5,Glacite Walker,R6,1,Drowned,R18
2,Flash,C3,5,Beaconmite,R7,1,Lapis Zombie,C9
2,Flash,C3,2,Lizard King,R8,1,Lapis Zombie,C9
2,Flash,C3,2,Python,R9,1,Drowned,R18
2,Flash,C3,5,Invisibug,R10,1,Lapis Zombie,C9
2,Flash,C3,5,Piranha,R11,1,Lapis Zombie,C9
2,Flash,C3,5,Hideongeon,R13,1,Lapis Zombie,C9
2,Flash,C3,5,Lapis Skeleton,R15,1,Drowned,R18
2,Flash,C3,5,Cropeetle,R16,1,Lapis Zombie,C9
2,Flash,C3,5,Drowned,R18,1,Star Sentry,R21
2,Flash,C3,5,Star Sentry,R21,1,Arachne,R24
2,Flash,C3,5,Hideondra,R22,1,Lapis Zombie,C9
2,Flash,C3,5,Abyssal Lanternfish,R23,1,Lapis Zombie,C9
2,Flash,C3,5,Arachne,R24,1,Revenant,R27
2,Flash,C3,5,Bitbug,R25,1,Lapis Zombie,C9
2,Flash,C3,5,Revenant,R27,1,Skeletor,R30
2,Flash,C3,5,Silentdepth,R29,1,Lapis Zombie,C9
2,Flash,C3,5,Skeletor,R30,1,Thyst,R31
2,Flash,C3,5,Thyst,R31,1,Kada Knight,R36
2,Flash,C3,5,Quartzfang,R33,1,Kada Knight,R36
2,Flash,C3,5,Hideonring,R34,1,Lapis Zombie,C9
2,Flash,C3,5,Snowfin,R35,1,Lapis Zombie,C9
2,Flash,C3,5,Kada Knight,R36,1,Wither Specter,R39
2,Flash,C3,5,Carrot King,R38,1,Lapis Zombie,C9
2,Flash,C3,5,Wither Specter,R39,1,Matcho,R42
2,Flash,C3,5,Matcho,R42,1,Crocodile,R45
2,Flash,C3,5,Ladybug,R43,1,Lapis Zombie,C9
2,Flash,C3,5,Lumisquid,R44,1,Lapis Zombie,C9
2,Flash,C3,2,Crocodile,R45,1,Draconic,R57
2,Flash,C3,2,Bullfrog,R46,1,Lapis Zombie,C9
2,Flash,C3,5,Dreadwing,R49,1,Lapis Zombie,C9
2,Flash,C3,5,Joydive,R50,1,Lapis Zombie,C9
2,Flash,C3,5,Stalagmight,R51,1,Draconic,R57
2,Flash,C3,5,Fungloom,R52,1,Lapis Zombie,C9
2,Flash,C3,2,Eel,R53,1,Lapis Zombie,C9
2,Flash,C3,2,King Cobra,R54,1,Draconic,R57
2,Flash,C3,5,Lava Flame,R56,1,Lapis Zombie,C9
2,Flash,C3,5,Draconic,R57,1,Wither,R60
2,Flash,C3,5,Falcon,R58,1,Lapis Zombie,C9
2,Flash,C3,5,Inferno Koi,R59,1,Lapis Zombie,C9
2,Flash,C3,2,Gecko,R61,1,Lapis Zombie,C9
2,Flash,C3,2,Terra,E1,1,Lapis Zombie,C9
2,Flash,C3,2,Cryo,E2,1,Lapis Zombie,C9
2,Flash,C3,2,Aero,E3,1,Thorn,E12
2,Flash,C3,5,Pandarai,E4,1,Lapis Zombie,C9
2,Flash,C3,2,Leviathan,E5,1,Lapis Zombie,C9
2,Flash,C3,2,Alligator,E6,1,Thorn,E12
2,Flash,C3,2,Fenlord,E7,1,Lapis Zombie,C9
